location,mission,premium+,type,author,description,level,song
guitar-challenges,chill out 3,FALSE,song,the yousicians,fingerpicking,8,skipping stone
guitar-challenges,jasmine flower 2,FALSE,song,traditional,basic riff,1,mo li hua
guitar-challenges,jasmine flower 2,FALSE,song,traditional,melody,4,pavilion farewell
guitar-challenges,jasmine flower 2,FALSE,song,traditional,melody,6,mo li hua
guitar-challenges,jasmine flower 2,FALSE,song,traditional,fingerpicking,8,pavilion farewell
guitar-challenges,waves of nostalgia,TRUE,song,otis redding,?,2,(sittin' on) the dock of the bay
guitar-challenges,waves of nostalgia,TRUE,song,james bay,melody,4,hold back the river
guitar-challenges,waves of nostalgia,TRUE,song,james bay,full rhythm,7,hold back the river
guitar-challenges,waves of nostalgia,TRUE,song,otis redding,?,8,(sittin' on) the dock of the bay
guitar-challenges,solely you 3,FALSE,song,the yousicians,basic riff,2,solely you
guitar-challenges,solely you 3,FALSE,song,the yousicians,melody,4,i'm so sad (sha la la la)
guitar-challenges,solely you 3,FALSE,song,the yousicians,rhythm,5,i'm so sad (sha la la la)
guitar-challenges,solely you 3,FALSE,song,the yousicians,rhythm,7,solely you
guitar-challenges,metal madness,FALSE,song,isaac albeniz,basic riff,4,asturias (metal)
guitar-challenges,metal madness,TRUE,song,iron maiden,basic riff,5,hallowed be thy name
guitar-challenges,metal madness,FALSE,song,isaac albeniz,melody,7,asturias (metal)
guitar-challenges,metal madness,TRUE,song,iron maiden,rhythm & lead,14,hallowed be thy name
guitar-challenges,happy-o-rama 2,FALSE,song,the yousicians,basic melody,2,wolf
guitar-challenges,happy-o-rama 2,FALSE,song,the yousicians,cowboy chords,4,with you
guitar-challenges,happy-o-rama 2,FALSE,song,the yousicians,fingerpicking,7,wolf
guitar-challenges,happy-o-rama 2,FALSE,song,the yousicians,rhythm,9,with you
guitar-challenges,petals of pasion,TRUE,song,seal,basic melody,1,kiss from a rose
guitar-challenges,petals of pasion,FALSE,song,traditional,cowboy chords,4,the yellow rose of texas
guitar-challenges,petals of pasion,FALSE,song,traditional,full melody,7,the yellow rose of texas
guitar-challenges,petals of pasion,TRUE,song,seal,full melody,7,kiss from a rose
guitar-challenges,st. patrick's day party 2,FALSE,song,traditional,cowboy chords,3,hot asphalt
guitar-challenges,st. patrick's day party 2,FALSE,song,traditional,main melody,5,leaving of liverpool
guitar-challenges,st. patrick's day party 2,FALSE,song,traditional,melody,7,hot asphalt
guitar-challenges,st. patrick's day party 2,FALSE,song,traditional,full cowboy chords,7,leaving of liverpool
guitar-challenges,kung fu challenge 3,FALSE,song,the yousicians,basic melody,4,shaolin master
guitar-challenges,kung fu challenge 3,FALSE,song,the yousicians,basic riff,5,kung fu hero
guitar-challenges,kung fu challenge 3,FALSE,song,the yousicians,full melody,9,shaolin master
guitar-challenges,kung fu challenge 3,FALSE,song,the yousicians,melody,10,kung fu hero
guitar-challenges,burn baby burn,TRUE,song,ed sheeran,basic riff,2,i see fire
guitar-challenges,burn baby burn,TRUE,song,adele,basic cowboy chords,3,set fire to the rain
guitar-challenges,burn baby burn,TRUE,song,ed sheeran,fingerpicking,7,i see fire
guitar-challenges,burn baby burn,TRUE,song,adele,full rhythm,8,set fire to the rain
guitar-challenges,lost in the wilderness 3,FALSE,song,the yousicians,melody,3,far from away
guitar-challenges,lost in the wilderness 3,FALSE,song,the yousicians,cowboy chords,5,far from away
guitar-challenges,lost in the wilderness 3,FALSE,song,the yousicians,melody,6,lost in the wilderness
guitar-challenges,lost in the wilderness 3,FALSE,song,the yousicians,rhythm & lead,9,lost in the wilderness
guitar-challenges,cowboy country,TRUE,song,toby keith,basic riff,2,should've been a cowboy
guitar-challenges,cowboy country,TRUE,song,tim mcgraw,cowboy chords,4,humble and kind
guitar-challenges,cowboy country,TRUE,song,toby keith,rhythm,6,should've been a cowboy
guitar-challenges,cowboy country,TRUE,song,tim mcgraw,full rhythm & lead,8,humble and kind
guitar-challenges,challenge with a capital C 3,FALSE,song,the yousicians,basic riff,2,challenge yourself
guitar-challenges,challenge with a capital C 3,FALSE,song,the yousicians,cowboy chords,4,have faith
guitar-challenges,challenge with a capital C 3,FALSE,song,the yousicians,movable chords,7,have faith
guitar-challenges,challenge with a capital C 3,FALSE,song,the yousicians,rhythm,9,challenge yourself
guitar-challenges,disco queens,TRUE,song,gloria gaynor,basic riff,2,i will survive
guitar-challenges,disco queens,TRUE,song,donna summer,full riff,6,hot stuff
guitar-challenges,disco queens,TRUE,song,gloria gaynor,full rhythm & lead,9,i will survive
guitar-challenges,disco queens,TRUE,song,donna summer,rhythm & lead,11,hot stuff
guitar-challenges,australia challenge 2,FALSE,song,traditional,basic riff,2,aussie medley
guitar-challenges,australia challenge 2,FALSE,song,traditional,cowboy chords,4,walzing matilda
guitar-challenges,australia challenge 2,FALSE,song,traditional,melody,5,aussie medley
guitar-challenges,australia challenge 2,FALSE,song,traditional,fingerpicking,9,walzing matilda
guitar-challenges,from the movies,TRUE,song,quincy jones,basic melody,2,soul bossa nova
guitar-challenges,from the movies,TRUE,song,goo goo dolls,melody,4,iris
guitar-challenges,from the movies,TRUE,song,goo goo dolls,fancy chords,6,iris
guitar-challenges,from the movies,TRUE,song,quincy jones,full melody,7,soul bossa nova
guitar-challenges,helsinki bachata 3,FALSE,song,joaquin luis,basic riff,2,incognito
guitar-challenges,helsinki bachata 3,FALSE,song,joaquin luis,cowboy chords,5,no se bailar
guitar-challenges,helsinki bachata 3,FALSE,song,joaquin luis,fingerpicking,7,no se bailar
guitar-challenges,helsinki bachata 3,FALSE,song,joaquin luis,rhythm & lead,9,incognito
guitar-challenges,sound of shadows,TRUE,song,bill withers,basic riff,1,ain't no sunshine
guitar-challenges,sound of shadows,TRUE,song,mike oldfield,cowboy chords,5,moonlight shadow
guitar-challenges,sound of shadows,TRUE,song,bill withers,fingerpicking,7,ain't no sunshine
guitar-challenges,sound of shadows,TRUE,song,mike oldfield,rhythm & lead,10,moonlight shadow
guitar-challenges,joy to the world 2,FALSE,song,traditional,basic riff,2,joy to the world
guitar-challenges,joy to the world 2,FALSE,song,traditional,melody,3,entre le boeuf et l'ane gris
guitar-challenges,joy to the world 2,FALSE,song,traditional,cowboy chords,4,joy to the world
guitar-challenges,joy to the world 2,FALSE,song,traditional,fingerpicking,7,entre le boeuf et l'ane gris
guitar-challenges,highway to holidays,TRUE,song,chris rea,basic melody?,2,driving home for christmas
guitar-challenges,highway to holidays,TRUE,song,jose feliciano,cowboy chords,5,feliz navidad
guitar-challenges,highway to holidays,TRUE,song,jose feliciano,full melody,7,feliz navidad
guitar-challenges,highway to holidays,TRUE,song,chris rea,barre chords?,8,driving home for christmas
guitar-challenges,secret agents 2,FALSE,song,the yousicians,basic riff,2,in her majesty's secret band
guitar-challenges,secret agents 2,FALSE,song,the yousicians,melody,3,don't make a sound
guitar-challenges,secret agents 2,FALSE,song,the yousicians,full rhythm,7,in her majesty's secret band
guitar-challenges,secret agents 2,FALSE,song,the yousicians,rhythm,8,don't make a sound
guitar-challenges,tales from the dark caves 3,FALSE,song,the yousicians,basic riff,2,shredder lee
guitar-challenges,tales from the dark caves 3,FALSE,song,the yousicians,cowboy chords,4,dark lullaby
guitar-challenges,tales from the dark caves 3,FALSE,song,the yousicians,full rhythm,9,dark lullaby
guitar-challenges,tales from the dark caves 3,FALSE,song,the yousicians,lead,12,shredder lee
guitar-challenges,let's ballad! 2,FALSE,song,traditional,cowboy chords,3,arthur mcbride
guitar-challenges,let's ballad! 2,FALSE,song,traditional,melody,4,black is the color (of my true love's hair)
guitar-challenges,let's ballad! 2,FALSE,song,traditional,fingerpicking,7,black is the color (of my true love's hair)
guitar-challenges,let's ballad! 2,FALSE,song,traditional,lead,7,arthur mcbride
guitar-challenges,knowledge toolbox: anatomy of a pop song 2,FALSE,song,the yousicians,basic riff,1,how to write a hit
guitar-challenges,knowledge toolbox: anatomy of a pop song 2,FALSE,song,the yousicians,basic melody,3,hit chorus generator
guitar-challenges,knowledge toolbox: anatomy of a pop song 2,FALSE,song,the yousicians,rhythm,6,hit chorus generator
guitar-challenges,knowledge toolbox: anatomy of a pop song 2,FALSE,song,the yousicians,full rhythm,8,how to write a hit
guitar-challenges,calm classical 2,FALSE,song,wolfgang amadeus mozart,basic riff,1,andante
guitar-challenges,calm classical 2,FALSE,song,wolfgang amadeus mozart,basic melody,3,andante
guitar-challenges,calm classical 2,FALSE,song,camille saint-saens,melody,6,le cygne
guitar-challenges,calm classical 2,FALSE,song,camille saint-saens,fingerpicking,10,le cygne
guitar-challenges,new visions 2,FALSE,song,the yousicians,basic riff,1,highlight of the year
guitar-challenges,new visions 2,FALSE,song,the yousicians,cowboy chords,4,highlight of the year
guitar-challenges,new visions 2,FALSE,song,the yousicians,full rhythm,7,random things & love
guitar-challenges,new visions 2,FALSE,song,the yousicians,lead,11,random things & love
guitar-challenges,bluegrass challenge 2,FALSE,song,traditional,basic riff,2,big sciota
guitar-challenges,bluegrass challenge 2,FALSE,song,traditional,cowboy chords,4,arkansas traveler
guitar-challenges,bluegrass challenge 2,FALSE,song,traditional,fingerpicking,8,big sciota
guitar-challenges,bluegrass challenge 2,FALSE,song,traditional,melody,9,arkansas traveler
guitar-challenges,hard rock halloween 3,FALSE,song,the yousicians,basic riff,2,hard rock halloween
guitar-challenges,hard rock halloween 3,FALSE,song,the yousicians,main riff,5,hard rock halloween
guitar-challenges,hard rock halloween 3,FALSE,song,the yousicians,basic riff,6,hot for an app
guitar-challenges,hard rock halloween 3,FALSE,song,the yousicians,rhythm,10,hot for an app
guitar-challenges,tunes from the haunted house 2,FALSE,song,the yousicians,basic riff,2,the waltz of the haunted house
guitar-challenges,tunes from the haunted house 2,FALSE,song,the yousicians,main riff,5,the grim librarian
guitar-challenges,tunes from the haunted house 2,FALSE,song,the yousicians,fingerpicking,8,the waltz of the haunted house
guitar-challenges,tunes from the haunted house 2,FALSE,song,the yousicians,rhythm & lead,10,the grim librarian
guitar-challenges,mall punks 2,FALSE,song,the yousicians,basic riff,1,if you only knew
guitar-challenges,mall punks 2,FALSE,song,the yousicians,basic riff,4,my name is todd
guitar-challenges,mall punks 2,FALSE,song,the yousicians,fancy chords,6,if you only knew
guitar-challenges,mall punks 2,FALSE,song,the yousicians,full riff,9,my name is todd
guitar-challenges,at the opera 2,FALSE,song,wolfgang amadeus mozart,basic riff,2,queen of the night
guitar-challenges,at the opera 2,FALSE,song,giuseppe verdi,basic rhythm,4,la donna e mobile
guitar-challenges,at the opera 2,FALSE,song,giuseppe verdi,melody,6,la donna e mobile
guitar-challenges,at the opera 2,FALSE,song,wolfgang amadeus mozart,melody,10,queen of the night
guitar-challenges,moore is more! 2,FALSE,song,the yousicians,basic riff,2,the circle
guitar-challenges,moore is more! 2,FALSE,song,the yousicians,main riff,5,clean sweep
guitar-challenges,moore is more! 2,FALSE,song,the yousicians,rhythm & lead,9,the circle
guitar-challenges,moore is more! 2,FALSE,song,the yousicians,full rhythm & lead,13,clean sweep
guitar-challenges,might & magic 2,FALSE,song,the yousicians,basic melody,3,wizard's walz
guitar-challenges,might & magic 2,FALSE,song,the yousicians,main riff,5,march of the elf army
guitar-challenges,might & magic 2,FALSE,song,the yousicians,fingerpicking,7,wizard's walz
guitar-challenges,might & magic 2,FALSE,song,the yousicians,full melody,8,march of the elf army
guitar-challenges,sir uke 3,FALSE,song,the yousicians,basic riff,2,milk & honey land
guitar-challenges,sir uke 3,FALSE,song,the yousicians,cowboy chords,5,sir uke
guitar-challenges,sir uke 3,FALSE,song,the yousicians,fancy chords,6,milk & honey land
guitar-challenges,sir uke 3,FALSE,song,the yousicians,rhythm & lead,10,sir uke
guitar-challenges,midnight sun 2,FALSE,song,traditional,basic riff,2,sakkijarven polka
guitar-challenges,midnight sun 2,FALSE,song,the yousicians,melody,4,midsummer melodies
guitar-challenges,midnight sun 2,FALSE,song,the yousicians,fingerpicking,7,midsummer melodies
guitar-challenges,midnight sun 2,FALSE,song,traditional,melody,13,sakkijarven polka
guitar-challenges,a.r.e.t.h.a. 2,FALSE,song,the yousicians,basic riff,2,motor city blues
guitar-challenges,a.r.e.t.h.a. 2,FALSE,song,the yousicians,riff,5,a.r.e.t.h.a.
guitar-challenges,a.r.e.t.h.a. 2,FALSE,song,the yousicians,rhythm & lead,8,motor city blues
guitar-challenges,a.r.e.t.h.a. 2,FALSE,song,the yousicians,rhythm,8,a.r.e.t.h.a.
guitar-challenges,summer of love 3,FALSE,song,the yousicians,basic melody,2,song for tiina
guitar-challenges,summer of love 3,FALSE,song,the yousicians,melody,4,summer of love
guitar-challenges,summer of love 3,FALSE,song,the yousicians,fancy chords,6,summer of love
guitar-challenges,summer of love 3,FALSE,song,the yousicians,fingerpicking,8,song for tiina
guitar-challenges,funky strut 3,FALSE,song,the yousicians,basic riff,1,the message
guitar-challenges,funky strut 3,FALSE,song,the yousicians,main riff,5,one for ziggy
guitar-challenges,funky strut 3,FALSE,song,the yousicians,fancy chords,6,one for ziggy
guitar-challenges,funky strut 3,FALSE,song,the yousicians,rhythm & lead,9,the message
guitar-challenges,rough it up 3,FALSE,song,the yousicians,basic riff,3,wreck race
guitar-challenges,rough it up 3,FALSE,song,the yousicians,melody,5,fuzzworm
guitar-challenges,rough it up 3,FALSE,song,the yousicians,fancy chords,6,fuzzworm
guitar-challenges,rough it up 3,FALSE,song,the yousicians,full riff,9,wreck race
guitar-challenges,steampunk challenge 3,FALSE,song,the yousicians,basic riff,2,artificer's legacy
guitar-challenges,steampunk challenge 3,FALSE,song,traditional,basic riff,3,two ravens
guitar-challenges,steampunk challenge 3,FALSE,song,traditional,rhythm,6,two ravens
guitar-challenges,steampunk challenge 3,FALSE,song,the yousicians,melody,7,artificer's legacy
guitar-challenges,four flat tires on a muddy road 3,FALSE,song,the yousicians,basic riff,2,four flat tires on a muddy road
guitar-challenges,four flat tires on a muddy road 3,FALSE,song,the yousicians,basic riff,4,no blues
guitar-challenges,four flat tires on a muddy road 3,FALSE,song,the yousicians,full riff,6,four flat tires on a muddy road
guitar-challenges,four flat tires on a muddy road 3,FALSE,song,the yousicians,rhythm & lead,9,no blues
guitar-challenges,dub town folk 2,FALSE,song,traditional,basic riff,2,hokey pokey
guitar-challenges,dub town folk 2,FALSE,song,traditional,cowboy chords,4,hummani hei dub
guitar-challenges,dub town folk 2,FALSE,song,traditional,main melody,6,hummani hei dub
guitar-challenges,dub town folk 2,FALSE,song,traditional,lead,8,hokey pokey
guitar-challenges,bluegrass fever 2,FALSE,song,the yousicians,basic riff,2,sunny days
guitar-challenges,bluegrass fever 2,FALSE,song,the yousicians,cowboy chords,3,sunny days
guitar-challenges,bluegrass fever 2,FALSE,song,traditional,fancy chords,6,blackberry blossom
guitar-challenges,bluegrass fever 2,FALSE,song,traditional,melody,10,blackberry blossom
guitar-challenges,"blood, sweat and classical music 2",FALSE,song,maurice ravel,basic riff,1,bolero
guitar-challenges,"blood, sweat and classical music 2",FALSE,song,isaac albeniz,basic riff,4,asturias (metal)
guitar-challenges,"blood, sweat and classical music 2",FALSE,song,maurice ravel,melody,7,bolero
guitar-challenges,"blood, sweat and classical music 2",FALSE,song,isaac albeniz,full riff,11,asturias (metal)
guitar-challenges,restless boots 3,FALSE,song,the yousicians,basic riff,2,coming home to you
guitar-challenges,restless boots 3,FALSE,song,the yousicians,cowboy chords,5,no turning back
guitar-challenges,restless boots 3,FALSE,song,the yousicians,fancy chords,6,coming home to you
guitar-challenges,restless boots 3,FALSE,song,the yousicians,lead,9,no turning back
guitar-challenges,midsummer wedding 2,FALSE,song,felix mandelssohn,basic melody,3,wedding march
guitar-challenges,midsummer wedding 2,FALSE,song,erkki melartin,riff,4,wedding march
guitar-challenges,midsummer wedding 2,FALSE,song,felix mandelssohn,fancy chords,6,wedding march
guitar-challenges,midsummer wedding 2,FALSE,song,erkki melartin,lead,8,wedding march
guitar-challenges,spandex nightmares 3,FALSE,song,the yousicians,basic riff,2,spandex nightmares
guitar-challenges,spandex nightmares 3,FALSE,song,the yousicians,basic riff,4,work of art
guitar-challenges,spandex nightmares 3,FALSE,song,the yousicians,main rhythm,8,spandex nightmares
guitar-challenges,spandex nightmares 3,FALSE,song,the yousicians,rhythm & lead,11,work of art
guitar-challenges,in a hurry? 2,FALSE,song,the yousicians,basic riff,2,xanada
guitar-challenges,in a hurry? 2,FALSE,song,the yousicians,main rhythm,5,unnatural science
guitar-challenges,in a hurry? 2,FALSE,song,the yousicians,full rhythm,8,unnatural science
guitar-challenges,in a hurry? 2,FALSE,song,the yousicians,rhythm & lead,10,xanada
guitar-challenges,habanero hop 2,FALSE,song,the yousicians,basic riff,2,love unorthodox
guitar-challenges,habanero hop 2,FALSE,song,the yousicians,riffs & melody,5,helsinkification
guitar-challenges,habanero hop 2,FALSE,song,the yousicians,full rhythm,8,helsinkification
guitar-challenges,habanero hop 2,FALSE,song,the yousicians,rhythm & lead,12,love unorthodox
guitar-challenges,flamenco 3,FALSE,song,the yousicians,basic riff,3,ole mi pulgar
guitar-challenges,flamenco 3,FALSE,song,the yousicians,fancy chords,6,luna de triana
guitar-challenges,flamenco 3,FALSE,song,the yousicians,melody,8,luna de triana
guitar-challenges,flamenco 3,FALSE,song,the yousicians,fingerpicking,12,ole mi pulgar
guitar-challenges,sing-along waltzes 2,FALSE,song,traditional,melody,3,my bonnie lies over the ocean
guitar-challenges,sing-along waltzes 2,FALSE,song,traditional,melody,4,take me out to the ball game
guitar-challenges,sing-along waltzes 2,FALSE,song,traditional,cowboy chords,5,my bonnie lies over the ocean
guitar-challenges,sing-along waltzes 2,FALSE,song,traditional,fingerpicking,8,take me out to the ball game
guitar-challenges,slow jams 2,FALSE,song,the yousicians,basic riff,1,start something new
guitar-challenges,slow jams 2,FALSE,song,the yousicians,cowboy chords,4,start something new
guitar-challenges,slow jams 2,FALSE,song,the yousicians,cowboy chords,5,play it for real
guitar-challenges,slow jams 2,FALSE,song,the yousicians,lead,8,play it for real
guitar-challenges,epic amusement 3,FALSE,song,the yousicians,basic riff,2,supercharged
guitar-challenges,epic amusement 3,FALSE,song,the yousicians,basic riff,4,fight for it all
guitar-challenges,epic amusement 3,FALSE,song,the yousicians,rhythm,8,supercharged
guitar-challenges,epic amusement 3,FALSE,song,the yousicians,rhythm & lead,9,fight for it all
guitar-challenges,bring back the 90's 2,FALSE,song,the yousicians,basic riff,1,bringer of light
guitar-challenges,bring back the 90's 2,FALSE,song,the yousicians,cowboy chords,5,supermoon
guitar-challenges,bring back the 90's 2,FALSE,song,the yousicians,rhythm,7,supermoon
guitar-challenges,bring back the 90's 2,FALSE,song,the yousicians,full riff,8,bringer of light
guitar-challenges,blues for rory 2,FALSE,song,the yousicians,basic riff,2,every step
guitar-challenges,blues for rory 2,FALSE,song,the yousicians,riff,5,midnight blues
guitar-challenges,blues for rory 2,FALSE,song,the yousicians,rhythm,6,every step
guitar-challenges,blues for rory 2,FALSE,song,the yousicians,rhythm & lead,9,midnight blues
guitar-challenges,sunday morning jazz breakfast 3,FALSE,song,the yousicians,basic riff,2,sunday jazz
guitar-challenges,sunday morning jazz breakfast 3,FALSE,song,the yousicians,cowboy chords,3,cookin'
guitar-challenges,sunday morning jazz breakfast 3,FALSE,song,the yousicians,full melody,6,cookin'
guitar-challenges,sunday morning jazz breakfast 3,FALSE,song,the yousicians,lead,7,sunday jazz
guitar-challenges,spring baroque 2,FALSE,song,johann sebastian bach,basic riff,1,air (in C)
guitar-challenges,spring baroque 2,FALSE,song,antonio vivaldi,cowboy chords,4,four seasons (spring)
guitar-challenges,spring baroque 2,FALSE,song,johann sebastian bach,fingerpicking,8,air (in C)
guitar-challenges,spring baroque 2,FALSE,song,antonio vivaldi,melody,11,four seasons (spring)
guitar-challenges,knowledge toolbox - 7th chords 2,FALSE,song,the yousicians,basic melody,1,7th on top
guitar-challenges,knowledge toolbox - 7th chords 2,FALSE,song,the yousicians,cowboy chords,4,here comes the dominant
guitar-challenges,knowledge toolbox - 7th chords 2,FALSE,song,the yousicians,fingerpicking,7,7th on top
guitar-challenges,knowledge toolbox - 7th chords 2,FALSE,song,the yousicians,rhythm,8,here comes the dominant
guitar-challenges,feelin' good 3,FALSE,song,the yousicians,basic riff,2,let go
guitar-challenges,feelin' good 3,FALSE,song,the yousicians,melody,5,feelin' good (pa pa pa)
guitar-challenges,feelin' good 3,FALSE,song,the yousicians,fancy chords,6,feelin' good (pa pa pa)
guitar-challenges,feelin' good 3,FALSE,song,the yousicians,full rhythm,8,let go
guitar-challenges,bring on the riddim 3,FALSE,song,the yousicians,basic riff,1,summertime wicked
guitar-challenges,bring on the riddim 3,FALSE,song,the yousicians,basic riff,4,bring on the riddim
guitar-challenges,bring on the riddim 3,FALSE,song,the yousicians,rhythm,7,bring on the riddim
guitar-challenges,bring on the riddim 3,FALSE,song,the yousicians,rhythm,9,summertime wicked
guitar-challenges,alternative adventures 3,FALSE,song,the yousicians,basic riff,1,go godfather go
guitar-challenges,alternative adventures 3,FALSE,song,the yousicians,melody,4,the first mug of joy
guitar-challenges,alternative adventures 3,FALSE,song,the yousicians,full rhythm,8,the first mug of joy
guitar-challenges,alternative adventures 3,FALSE,song,the yousicians,full riff,9,go godfather go
guitar-challenges,classic rock 3,FALSE,song,the yousicians,basic riff,2,fast machine
guitar-challenges,classic rock 3,FALSE,song,the yousicians,main riff,6,fast machine
guitar-challenges,classic rock 3,FALSE,song,the yousicians,full rhythm,8,prostetic hips don't lie
guitar-challenges,classic rock 3,FALSE,song,the yousicians,melody & solo,12,prostetic hips don't lie
guitar-challenges,one for bowie 3,FALSE,song,the yousicians,basic riff,1,life on earth
guitar-challenges,one for bowie 3,FALSE,song,the yousicians,basic rhythm,5,flamboyance
guitar-challenges,one for bowie 3,FALSE,song,the yousicians,rhythm,8,life on earth
guitar-challenges,one for bowie 3,FALSE,song,the yousicians,rhythm & lead,9,flamboyance
guitar-challenges,keep calm and play on 2,FALSE,song,the yousicians,basic melody,3,tear hunter
guitar-challenges,keep calm and play on 2,FALSE,song,the yousicians,melody,4,morning sun
guitar-challenges,keep calm and play on 2,FALSE,song,the yousicians,fingerpicking,7,tear hunter
guitar-challenges,keep calm and play on 2,FALSE,song,the yousicians,fingerpicking,9,morning sun
guitar-challenges,klezmer klassiks 5,FALSE,song,traditional,basic riff,2,bashie's bounce
guitar-challenges,klezmer klassiks 5,FALSE,song,traditional,cowboy chords,5,adir hu
guitar-challenges,klezmer klassiks 5,FALSE,song,traditional,main melody,6,adir hu
guitar-challenges,klezmer klassiks 5,FALSE,song,traditional,melody,13,bashie's bounce
guitar-challenges,grandfathers of loud 3,FALSE,song,richard wagner,basic melody,2,ride of the valkyries (in Am)
guitar-challenges,grandfathers of loud 3,FALSE,song,ludwig van beethoven,basic riff,4,symphony no 5
guitar-challenges,grandfathers of loud 3,FALSE,song,ludwig van beethoven,main melody,7,symphony no 5
guitar-challenges,grandfathers of loud 3,FALSE,song,richard wagner,full melody,8,ride of the valkyries (in Am)
guitar-challenges,forever young 2,FALSE,song,the yousicians,basic melody,2,the power you have
guitar-challenges,forever young 2,FALSE,song,the yousicians,cowboy chords,4,ice cube shower
guitar-challenges,forever young 2,FALSE,song,the yousicians,fancy chords,6,the power you have
guitar-challenges,forever young 2,FALSE,song,the yousicians,full rhythm,6,ice cube shower
guitar-challenges,fiesta mexicana 2,FALSE,song,traditional,basic melody,1,la bamba (folk)
guitar-challenges,fiesta mexicana 2,FALSE,song,traditional,cowboy chords,5,jarabe tapatio
guitar-challenges,fiesta mexicana 2,FALSE,song,traditional,fingerpicking,7,la bamba (folk)
guitar-challenges,fiesta mexicana 2,FALSE,song,traditional,melody,9,jarabe tapatio
guitar-challenges,be the boss 2,FALSE,song,the yousicians,basic riff,2,stepping stone
guitar-challenges,be the boss 2,FALSE,song,the yousicians,cowboy chords,4,shine a light
guitar-challenges,be the boss 2,FALSE,song,the yousicians,fancy chords,6,stepping stone
guitar-challenges,be the boss 2,FALSE,song,the yousicians,rhythm & lead,9,shine a light
guitar-challenges,at the gym 2,FALSE,song,the yousicians,basic riff,2,person of the hour
guitar-challenges,at the gym 2,FALSE,song,the yousicians,basic riff,5,the gentle art of pumping
guitar-challenges,at the gym 2,FALSE,song,the yousicians,rhythm & lead,8,the gentle art of pumping
guitar-challenges,at the gym 2,FALSE,song,the yousicians,rhythm & lead,10,person of the hour
guitar-challenges,surfin' 3,FALSE,song,traditional,basic riff,2,malaguena (surf)
guitar-challenges,surfin' 3,FALSE,song,traditional,cowboy chords,4,misirlou (surf)
guitar-challenges,surfin' 3,FALSE,song,traditional,main melody,7,misirlou (surf)
guitar-challenges,surfin' 3,FALSE,song,traditional,full rhythm & lead,9,malaguena (surf)
guitar-challenges,peaceful christmas 3,FALSE,song,traditional,basic melody,2,hark! the herald angels sing
guitar-challenges,peaceful christmas 3,FALSE,song,traditional,melody,3,we three kings
guitar-challenges,peaceful christmas 3,FALSE,song,traditional,fancy chords,6,we three kings
guitar-challenges,peaceful christmas 3,FALSE,song,traditional,fingerpicking,8,hark! the herald angels sing
guitar-challenges,christmas classics 2,FALSE,song,traditional,basic riff,1,o holy night
guitar-challenges,christmas classics 2,FALSE,song,traditional,melody,4,o holy night
guitar-challenges,christmas classics 2,FALSE,song,traditional,cowboy chords,5,silent night
guitar-challenges,christmas classics 2,FALSE,song,traditional,fingerpicking,7,silent night
guitar-challenges,flying thumbs 2,FALSE,song,the yousicians,basic riff,2,the secret society of the flying thumb
guitar-challenges,flying thumbs 2,FALSE,song,the yousicians,basic riff,5,she's slapping away
guitar-challenges,flying thumbs 2,FALSE,song,the yousicians,full riff,9,she's slapping away
guitar-challenges,flying thumbs 2,FALSE,song,the yousicians,rhythm & lead,10,the secret society of the flying thumb
guitar-challenges,classical chill out 2,FALSE,song,antonin dvorak,melody,3,new world symphony
guitar-challenges,classical chill out 2,FALSE,song,johann sebastian bach,cowboy chords,3,arioso
guitar-challenges,classical chill out 2,FALSE,song,antonin dvorak,fingerpicking,7,new world symphony
guitar-challenges,classical chill out 2,FALSE,song,johann sebastian bach,fingerpicking,8,arioso
guitar-challenges,kung fu challenge 2,FALSE,song,the yousicians,basic melody,4,shaolin master
guitar-challenges,kung fu challenge 2,FALSE,song,the yousicians,basic riff,5,kung fu hero
guitar-challenges,kung fu challenge 2,FALSE,song,the yousicians,full melody,9,shaolin master
guitar-challenges,kung fu challenge 2,FALSE,song,the yousicians,melody,10,kung fu hero
guitar-challenges,attitude rock 3,FALSE,song,the yousicians,basic riff,2,raging donkeys
guitar-challenges,attitude rock 3,FALSE,song,the yousicians,basic melody,4,babysitting
guitar-challenges,attitude rock 3,FALSE,song,the yousicians,full riff,7,raging donkeys
guitar-challenges,attitude rock 3,FALSE,song,the yousicians,full rhythm,11,babysitting
guitar-challenges,el desafio cubano 2,FALSE,song,the yousicians,basic melody,3,llora la guitarra
guitar-challenges,el desafio cubano 2,FALSE,song,the yousicians,cowboy chords,4,llora la guitarra
guitar-challenges,el desafio cubano 2,FALSE,song,the yousicians,fancy chords,6,mambo no. 184
guitar-challenges,el desafio cubano 2,FALSE,song,the yousicians,lead,9,mambo no. 184
guitar-challenges,symphonic surprises with papa haydn 2,FALSE,song,joseph haydn,basic melody,1,the creation overture
guitar-challenges,symphonic surprises with papa haydn 2,FALSE,song,joseph haydn,cowboy chords,4,2nd movement from symphony 94 (short)
guitar-challenges,symphonic surprises with papa haydn 2,FALSE,song,joseph haydn,rhythm,7,the creation overture
guitar-challenges,symphonic surprises with papa haydn 2,FALSE,song,joseph haydn,melody,9,2nd movement from symphony 94
guitar-challenges,the halloween challenge 2,FALSE,song,franz liszt,basic melody,2,totentanz
guitar-challenges,the halloween challenge 2,FALSE,song,the yousicians,basic rhythm,4,knock knock knock
