location,mission,premium+,type,author,description,level,song
bass-challenges,ed sheeran,FALSE,song,traditional,full bassline,4,the parting glass
bass-challenges,ed sheeran,FALSE,song,traditional,melody,7,the parting glass
bass-challenges,mardi gras 2,FALSE,song,traditional,basic bassline,1,mardi gras song
bass-challenges,mardi gras 2,FALSE,song,traditional,basic bassline,3,st. james infirmary
bass-challenges,mardi gras 2,FALSE,song,traditional,full bassline,4,mardi gras song
bass-challenges,mardi gras 2,FALSE,song,traditional,full bassline,5,st. james infirmary
bass-challenges,got the blues? 2,FALSE,song,the yousicians,basic bassline,2,baby won't you please come home
bass-challenges,got the blues? 2,FALSE,song,the yousicians,basic bassline,3,44 blues
bass-challenges,got the blues? 2,FALSE,song,the yousicians,full bassline,7,baby won't you please come home
bass-challenges,got the blues? 2,FALSE,song,the yousicians,full bassline,8,44 blues
bass-challenges,song for you 2,FALSE,song,the yousicians,basic bassline,1,song for you
bass-challenges,song for you 2,FALSE,song,the yousicians,basic bassline,2,be my baby
bass-challenges,song for you 2,FALSE,song,the yousicians,full bassline,5,song for you
bass-challenges,song for you 2,FALSE,song,the yousicians,full bassline,6,be my baby
bass-challenges,funky strut 2,FALSE,song,the yousicians,basic bassline,1,one for ziggy
bass-challenges,funky strut 2,FALSE,song,the yousicians,basic bassline,2,the message
bass-challenges,funky strut 2,FALSE,song,the yousicians,full bassline,8,one for ziggy
bass-challenges,funky strut 2,FALSE,song,the yousicians,full bassline,8,the message
bass-challenges,funk metal attack 2,FALSE,song,the yousicians,basic bassline,2,try this at home
bass-challenges,funk metal attack 2,FALSE,song,the yousicians,basic bassline,3,if i were a motor
bass-challenges,funk metal attack 2,FALSE,song,the yousicians,full bassline,7,try this at home
bass-challenges,funk metal attack 2,FALSE,song,the yousicians,full bassline,9,if i were a motor
bass-challenges,catching sounds 2,FALSE,song,the yousicians,basic bassline,1,sail with me
bass-challenges,catching sounds 2,FALSE,song,the yousicians,basic bassline,3,catching sound
bass-challenges,catching sounds 2,FALSE,song,the yousicians,full bassline,6,sail with me
bass-challenges,catching sounds 2,FALSE,song,the yousicians,full bassline,7,catching sound
bass-challenges,let there be rock,FALSE,song,the yousicians,basic bassline,1,the beast
bass-challenges,let there be rock,FALSE,song,the yousicians,basic bassline,2,i gotta rock
bass-challenges,let there be rock,FALSE,song,the yousicians,full bassline,6,the beast
bass-challenges,let there be rock,FALSE,song,the yousicians,full bassline,6,i gotta rock
bass-challenges,beyond the stars 2,FALSE,song,the yousicians,basic bassline,1,somewhere in space
bass-challenges,beyond the stars 2,FALSE,song,the yousicians,basic bassline,2,lullaby of the stars
bass-challenges,beyond the stars 2,FALSE,song,the yousicians,basic bassline,6,lullaby of the stars
bass-challenges,beyond the stars 2,FALSE,song,the yousicians,full bassline,7,somewhere in space
bass-challenges,midnight special 2,FALSE,song,traditional,basic bassline,1,man of constant sorrow
bass-challenges,midnight special 2,FALSE,song,traditional,basic bassline,2,midnight special
bass-challenges,midnight special 2,FALSE,song,traditional,full bassline,5,man of constant sorrow
bass-challenges,midnight special 2,FALSE,song,traditional,full bassline,7,midnight special
bass-challenges,peaceful christmas 2,FALSE,song,traditional,basic bassline,1,hark! the herald angels sing
bass-challenges,peaceful christmas 2,FALSE,song,traditional,basic bassline,2,we three kings
bass-challenges,peaceful christmas 2,FALSE,song,traditional,full bassline,5,hark! the herald angels sing
bass-challenges,peaceful christmas 2,FALSE,song,traditional,full bassline,8,we three kings
bass-challenges,challenge with a capital C 2,FALSE,song,the yousicians,basic bassline,2,challenge yourself
bass-challenges,challenge with a capital C 2,FALSE,song,the yousicians,basic bassline,3,have faith
bass-challenges,challenge with a capital C 2,FALSE,song,the yousicians,full bassline,7,have faith
bass-challenges,challenge with a capital C 2,FALSE,song,the yousicians,full bassline,9,challenge yourself
bass-challenges,in the court of the weekly challenge 2,FALSE,song,the yousicians,basic bassline,1,progman's lament
bass-challenges,in the court of the weekly challenge 2,FALSE,song,the yousicians,basic bassline,2,sitting on a park bench
bass-challenges,in the court of the weekly challenge 2,FALSE,song,the yousicians,full bassline,5,progman's lament
bass-challenges,in the court of the weekly challenge 2,FALSE,song,the yousicians,full bassline,6,sitting on a park bench
bass-challenges,klezmer klassiks pt. 2 4,FALSE,song,traditional,basic bassline,2,mazel tov
bass-challenges,klezmer klassiks pt. 2 4,FALSE,song,traditional,basic bassline,2,hava nagila
bass-challenges,klezmer klassiks pt. 2 4,FALSE,song,traditional,full bassline,5,mazel tov
bass-challenges,klezmer klassiks pt. 2 4,FALSE,song,traditional,full bassline,6,hava nagila
bass-challenges,ye olde english challenge 2,FALSE,song,traditional,basic bassline,1,greensleeves (folk)
bass-challenges,ye olde english challenge 2,FALSE,song,traditional,basic bassline,2,john barleycorn
bass-challenges,ye olde english challenge 2,FALSE,song,traditional,melody,5,greensleeves (folk)
bass-challenges,ye olde english challenge 2,FALSE,song,traditional,full bassline,8,john barleycorn
bass-challenges,balkan bounce 2,FALSE,song,traditional,basic bassline,2,osman aga
bass-challenges,balkan bounce 2,FALSE,song,traditional,basic bassline,4,verka kaludjerka
bass-challenges,balkan bounce 2,FALSE,song,traditional,full bassline,7,verka kaludjerka
bass-challenges,balkan bounce 2,FALSE,song,traditional,full bassline,8,osman aga
bass-challenges,slow jams,FALSE,song,the yousicians,basic bassline,1,play it for real
bass-challenges,slow jams,FALSE,song,the yousicians,basic bassline,2,start something new
bass-challenges,slow jams,FALSE,song,the yousicians,full bassline,4,play it for real
bass-challenges,slow jams,FALSE,song,the yousicians,full bassline,6,start something new
bass-challenges,pride & joy 2,FALSE,song,the yousicians,basic bassline,1,gettin' along
bass-challenges,pride & joy 2,FALSE,song,the yousicians,full bassline,3,gettin' along
bass-challenges,pride & joy 2,FALSE,song,the yousicians,basic bassline,4,cat on the loose
bass-challenges,pride & joy 2,FALSE,song,the yousicians,full bassline,8,cat on the loose
bass-challenges,hard rock halloween 2,FALSE,song,the yousicians,basic bassline,2,hard rock halloween
bass-challenges,hard rock halloween 2,FALSE,song,the yousicians,basic bassline,3,hot for an app
bass-challenges,hard rock halloween 2,FALSE,song,the yousicians,full bassline,6,hard rock halloween
bass-challenges,hard rock halloween 2,FALSE,song,the yousicians,main bassline,8,hot for an app
bass-challenges,cowboys from the down below,FALSE,song,the yousicians,basic bassline,2,cowboy's lament
bass-challenges,cowboys from the down below,FALSE,song,the yousicians,basic bassline,2,the inseparable
bass-challenges,cowboys from the down below,FALSE,song,the yousicians,full bassline,7,cowboy's lament
bass-challenges,cowboys from the down below,FALSE,song,the yousicians,full bassline,9,the inseparable
bass-challenges,"all right, adding machine 2",FALSE,song,the yousicians,basic bassline,1,skeletons
bass-challenges,"all right, adding machine 2",FALSE,song,the yousicians,basic bassline,2,still me
bass-challenges,"all right, adding machine 2",FALSE,song,the yousicians,full bassline,6,still me
bass-challenges,"all right, adding machine 2",FALSE,song,the yousicians,full bassline,7,skeletons
bass-challenges,here's johnny,FALSE,song,the yousicians,basic bassline,2,ruckzug rok
bass-challenges,here's johnny,FALSE,song,the yousicians,basic bassline,3,play the game
bass-challenges,here's johnny,FALSE,song,the yousicians,full bassline,6,play the game
bass-challenges,here's johnny,FALSE,song,the yousicians,full bassline,7,ruckzug rok
bass-challenges,doo doo doodoo doodoo 2,FALSE,song,henry clay work,basic bassline,1,my grandfather's clock
bass-challenges,doo doo doodoo doodoo 2,FALSE,song,henry clay work,full bassline,4,my grandfather's clock
bass-challenges,doo doo doodoo doodoo 2,FALSE,song,traditional,full bassline,6,baby shark
bass-challenges,doo doo doodoo doodoo 2,FALSE,song,traditional,basic bassline,1,baby shark
bass-challenges,mariachi madness 2,FALSE,song,traditional,basic bassline,2,cielito lindo
bass-challenges,mariachi madness 2,FALSE,song,traditional,basic bassline,2,la cucaracha
bass-challenges,mariachi madness 2,FALSE,song,traditional,full bassline,4,cielito lindo
bass-challenges,mariachi madness 2,FALSE,song,traditional,full bassline,5,la cucaracha
bass-challenges,country roads 2,FALSE,song,traditional,basic bassline,1,the rambling gambler
bass-challenges,country roads 2,FALSE,song,traditional,basic bassline,3,the wayfaring stranger
bass-challenges,country roads 2,FALSE,song,traditional,full bassline,4,the rambling gambler
bass-challenges,country roads 2,FALSE,song,traditional,full bassline,6,the wayfaring stranger
bass-challenges,bekind,FALSE,song,leo delibes,full bassline,4,flower duet (short)
bass-challenges,bekind,FALSE,song,leo delibes,melody,7,flower duet (short)
bass-challenges,bekind,FALSE,song,leo delibes,basic bassline,2,with you
bass-challenges,bekind,FALSE,song,leo delibes,full bassline,7,with you
bass-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,basic bassline,2,swan lake
bass-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,full bassline,8,swan lake
bass-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,basic bassline,2,dance of the sugar plum fairy
bass-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,full bassline,8,dance of the sugar plum fairy
bass-challenges,from dublin with love 2,FALSE,song,traditional,basic bassline,1,molly malone
bass-challenges,from dublin with love 2,FALSE,song,traditional,basic bassline,2,paddy on the railway
bass-challenges,from dublin with love 2,FALSE,song,traditional,full bassline,3,molly malone
bass-challenges,from dublin with love 2,FALSE,song,traditional,full bassline,4,paddy on the railway
bass-challenges,spandex nightmares 2,FALSE,song,the yousicians,basic bassline,2,work of art
bass-challenges,spandex nightmares 2,FALSE,song,the yousicians,basic bassline,3,spandex nightmares
bass-challenges,spandex nightmares 2,FALSE,song,the yousicians,full bassline,6,work of art
bass-challenges,spandex nightmares 2,FALSE,song,the yousicians,full bassline,9,spandex nightmares
bass-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,basic bassline,2,no blues
bass-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,basic bassline,3,four flat tires on a muddy road
bass-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,full bassline,5,four flat tires on a muddy road
bass-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,full bassline,8,no blues
bass-challenges,yellowstone,FALSE,song,the yousicians,basic bassline,1,yellowstone
bass-challenges,yellowstone,FALSE,song,the yousicians,basic bassline,2,cafe olvido
bass-challenges,yellowstone,FALSE,song,the yousicians,main bassline,4,cafe olvido
bass-challenges,yellowstone,FALSE,song,the yousicians,main bassline,6,yellowstone
bass-challenges,return of the chiptunes 2,FALSE,song,the yousicians,basic bassline,1,pharaoh princess
bass-challenges,return of the chiptunes 2,FALSE,song,the yousicians,basic bassline,2,hero of time
bass-challenges,return of the chiptunes 2,FALSE,song,the yousicians,main bassline,6,pharaoh princess
bass-challenges,return of the chiptunes 2,FALSE,song,the yousicians,full bassline,8,hero of time
bass-challenges,the dance of the knights 2,FALSE,song,sergei prokofiev,basic bassline,2,dance of the knights
bass-challenges,the dance of the knights 2,FALSE,song,antonin dvorak,basic bassline,2,allegro con fuoco
bass-challenges,the dance of the knights 2,FALSE,song,sergei prokofiev,full bassline,5,dance of the knights
bass-challenges,the dance of the knights 2,FALSE,song,antonin dvorak,full bassline,8,allegro con fuoco
bass-challenges,chanson 2,FALSE,song,the yousicians,basic bassline,2,l'amour a paris
bass-challenges,chanson 2,FALSE,song,the yousicians,full bassline,5,l'amour a paris
bass-challenges,chanson 2,FALSE,song,the yousicians,basic bassline,3,demain
bass-challenges,chanson 2,FALSE,song,the yousicians,full bassline,6,demain
bass-challenges,surf & twang 2,FALSE,song,the yousicians,basic bassline,1,hand clapper
bass-challenges,surf & twang 2,FALSE,song,the yousicians,basic bassline,2,dr jekyll & mr hyde
bass-challenges,surf & twang 2,FALSE,song,the yousicians,basic bassline,6,hand clapper
bass-challenges,surf & twang 2,FALSE,song,the yousicians,full bassline,8,dr jekyll & mr hyde
bass-challenges,challenge in a bottle 2,FALSE,song,the yousicians,basic bassline,2,i keep falling
bass-challenges,challenge in a bottle 2,FALSE,song,the yousicians,basic bassline,2,melting seconds
bass-challenges,challenge in a bottle 2,FALSE,song,the yousicians,full bassline,6,melting seconds
bass-challenges,challenge in a bottle 2,FALSE,song,the yousicians,full bassline,5,i keep falling
bass-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,basic bassline,2,the great pig in the sky
bass-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,basic bassline,3,swimming in a fish bowl
bass-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,full bassline,6,the great pig in the sky
bass-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,full bassline,6,swimming in a fish bowl
bass-challenges,epic amusement 2,FALSE,song,the yousicians,basic bassline,1,fight for it all
bass-challenges,epic amusement 2,FALSE,song,the yousicians,basic bassline,2,supercharged
bass-challenges,epic amusement 2,FALSE,song,the yousicians,full bassline,6,fight for it all
bass-challenges,epic amusement 2,FALSE,song,the yousicians,full bassline,7,supercharged
bass-challenges,glossy-eyed ballads,FALSE,song,the yousicians,basic bassline,1,broken
bass-challenges,glossy-eyed ballads,FALSE,song,the yousicians,full bassline,3,wind machine
bass-challenges,glossy-eyed ballads,FALSE,song,the yousicians,full bassline,5,broken
bass-challenges,glossy-eyed ballads,FALSE,song,the yousicians,melody,8,wind machine
bass-challenges,hi-nrg 2,FALSE,song,the yousicians,basic bassline,1,who could love the electric man?
bass-challenges,hi-nrg 2,FALSE,song,the yousicians,main bassline,5,who could love the electric man?
bass-challenges,hi-nrg 2,FALSE,song,the yousicians,main bassline,5,shameless
bass-challenges,hi-nrg 2,FALSE,song,the yousicians,full bassline,8,shameless
bass-challenges,sabor cubano 2,FALSE,song,traditional,basic bassline,2,guantanamera
bass-challenges,sabor cubano 2,FALSE,song,traditional,basic bassline,2,tres lindas cubanas
bass-challenges,sabor cubano 2,FALSE,song,traditional,full bassline,5,guantanamera
bass-challenges,sabor cubano 2,FALSE,song,traditional,full bassline,6,tres lindas cubanas
bass-challenges,painting the sky 2,FALSE,song,the yousicians,basic bassline,2,painting the sky
bass-challenges,painting the sky 2,FALSE,song,the yousicians,basic bassline,2,frozen particles
bass-challenges,painting the sky 2,FALSE,song,the yousicians,full bassline,5,painting the sky
bass-challenges,painting the sky 2,FALSE,song,the yousicians,full bassline,8,frozen particles
bass-challenges,into the battle! 2,FALSE,song,the yousicians,basic bassline,1,the last laugh will be hers
bass-challenges,into the battle! 2,FALSE,song,the yousicians,basic bassline,2,wrath of the rising king
bass-challenges,into the battle! 2,FALSE,song,the yousicians,main bassline,4,the last laugh will be hers
bass-challenges,into the battle! 2,FALSE,song,the yousicians,full bassline,9,wrath of the rising king
bass-challenges,teacher's pick,FALSE,song,the yousicians,basic bassline,2,david
bass-challenges,teacher's pick,FALSE,song,the yousicians,full bassline,9,david
bass-challenges,teacher's pick,FALSE,song,the yousicians,basic bassline,2,you've got a teacher
bass-challenges,teacher's pick,FALSE,song,the yousicians,full bassline,5,you've got a teacher
bass-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,basic bassline,2,goose blues
bass-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,basic bassline,2,changing floors
bass-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,full bassline,5,changing floors
bass-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,full bassline,7,goose blues
bass-challenges,at the movies pt. III 2,FALSE,song,the yousicians,basic bassline,2,the buccaneer of love
bass-challenges,at the movies pt. III 2,FALSE,song,the yousicians,basic bassline,4,the shank
bass-challenges,at the movies pt. III 2,FALSE,song,the yousicians,full bassline,6,the buccaneer of love
bass-challenges,at the movies pt. III 2,FALSE,song,the yousicians,full bassline,8,the shank
bass-challenges,lost in the wilderness 2,FALSE,song,the yousicians,basic bassline,1,far from away
bass-challenges,lost in the wilderness 2,FALSE,song,the yousicians,basic bassline,2,lost in the wilderness
bass-challenges,lost in the wilderness 2,FALSE,song,the yousicians,full bassline,5,far from away
bass-challenges,lost in the wilderness 2,FALSE,song,the yousicians,full bassline,8,lost in the wilderness
bass-challenges,burning balalaikas 2,FALSE,song,traditional,basic bassline,1,slavic polka medley
bass-challenges,burning balalaikas 2,FALSE,song,traditional,basic bassline,2,volga boatman
bass-challenges,burning balalaikas 2,FALSE,song,traditional,full bassline,6,volga boatman
bass-challenges,burning balalaikas 2,FALSE,song,traditional,full bassline,7,slavic polka medley
bass-challenges,chuck berry forever,FALSE,song,the yousicians,basic bassline,2,do the duckwalk
bass-challenges,chuck berry forever,FALSE,song,the yousicians,basic bassline,4,john & uma
bass-challenges,chuck berry forever,FALSE,song,the yousicians,full bassline,6,do the duckwalk
bass-challenges,chuck berry forever,FALSE,song,the yousicians,full bassline,6,john & uma
bass-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,basic bassline,2,motor city blues
bass-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,basic bassline,2,a.r.e.t.h.a.
bass-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,full bassline,5,motor city blues
bass-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,full bassline,7,a.r.e.t.h.a.
bass-challenges,spring baroque,FALSE,song,antonio vivaldi,basic bassline,2,four seasons (spring)
bass-challenges,spring baroque,FALSE,song,johann sebastian bach,basic bassline,2,air (in C)
bass-challenges,spring baroque,FALSE,song,johann sebastian bach,full bassline,4,air (in C)
bass-challenges,spring baroque,FALSE,song,antonio vivaldi,full bassline,9,four seasons (spring)
bass-challenges,jam like janis,FALSE,song,the yousicians,basic bassline,1,the long road
bass-challenges,jam like janis,FALSE,song,the yousicians,basic bassline,3,soul ride
bass-challenges,jam like janis,FALSE,song,the yousicians,full bassline,6,the long road
bass-challenges,jam like janis,FALSE,song,the yousicians,full bassline,6,soul ride
bass-challenges,one for chick,FALSE,song,the yousicians,full bassline,2,for good
bass-challenges,one for chick,FALSE,song,the yousicians,melody,5,for good
bass-challenges,one for chick,FALSE,song,the yousicians,basic bassline,3,wizard knight
bass-challenges,one for chick,FALSE,song,the yousicians,full bassline,15,wizard knight
bass-challenges,swing low 2,FALSE,song,traditional,basic bassline,1,motherless child
bass-challenges,swing low 2,FALSE,song,traditional,basic bassline,2,"swing low, sweet chariot"
bass-challenges,swing low 2,FALSE,song,traditional,full bassline,5,motherless child
bass-challenges,swing low 2,FALSE,song,traditional,full bassline,6,"swing low, sweet chariot"
bass-challenges,get funky 2,FALSE,song,the yousicians,basic bassline,2,funky madman
bass-challenges,get funky 2,FALSE,song,the yousicians,basic bassline,2,luthier sam
bass-challenges,get funky 2,FALSE,song,the yousicians,full bassline,8,funky madman
bass-challenges,get funky 2,FALSE,song,the yousicians,full bassline,6,luthier sam
bass-challenges,happy valentine's day 2,FALSE,song,the yousicians,basic bassline,2,valentine swing
bass-challenges,happy valentine's day 2,FALSE,song,the yousicians,full bassline,6,valentine swing
bass-challenges,happy valentine's day 2,FALSE,song,the yousicians,basic bassline,2,let my piano do the talking
bass-challenges,happy valentine's day 2,FALSE,song,the yousicians,full bassline,6,let my piano do the talking
bass-challenges,dub til you drop 2,FALSE,song,the yousicians,basic bassline,2,the world is not rotten
bass-challenges,dub til you drop 2,FALSE,song,the yousicians,basic bassline,1,waitin' for the train
bass-challenges,dub til you drop 2,FALSE,song,the yousicians,full bassline,4,waitin' for the train
bass-challenges,dub til you drop 2,FALSE,song,the yousicians,full bassline,5,the world is not rotten
bass-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,basic bassline,2,andante
bass-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,full bassline,5,andante
bass-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,basic bassline,3,queen of the night
bass-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,full bassline,8,queen of the night
bass-challenges,one for alexi,FALSE,song,the yousicians,basic bassline,3,wildchild
bass-challenges,one for alexi,FALSE,song,the yousicians,full bassline,8,wildchild
bass-challenges,one for alexi,FALSE,song,the yousicians,full bassline,11,end of story
bass-challenges,one for alexi,FALSE,song,the yousicians,basic bassline,3,end of story
bass-challenges,#30daysofyousician,FALSE,song,the yousicians,basic bassline,2,person of the hour
bass-challenges,#30daysofyousician,FALSE,song,the yousicians,basic bassline,3,the gentle art of pumping
bass-challenges,#30daysofyousician,FALSE,song,the yousicians,full bassline,7,the gentle art of pumping
bass-challenges,#30daysofyousician,FALSE,song,the yousicians,full bassline,8,person of the hour
bass-challenges,one for bowie 2,FALSE,song,the yousicians,basic bassline,2,life on earth
bass-challenges,one for bowie 2,FALSE,song,the yousicians,basic bassline,2,flamboyance
bass-challenges,one for bowie 2,FALSE,song,the yousicians,full bassline,5,life on earth
bass-challenges,one for bowie 2,FALSE,song,the yousicians,full bassline,6,flamboyance
bass-challenges,2020 madness,FALSE,song,the yousicians,basic bassline,2,alright remix
bass-challenges,2020 madness,FALSE,song,the yousicians,basic bassline,2,everyone's doing it
bass-challenges,2020 madness,FALSE,song,the yousicians,full bassline,5,everyone's doing it
bass-challenges,2020 madness,FALSE,song,the yousicians,full bassline,6,alright remix
bass-challenges,holliday edition,FALSE,song,antonio vivaldi,basic bassline,2,four seasons (winter)
bass-challenges,holliday edition,FALSE,song,the yousicians,basic bassline,2,bad old santa
bass-challenges,holliday edition,FALSE,song,antonio vivaldi,full bassline,6,four seasons (winter)
bass-challenges,holliday edition,FALSE,song,the yousicians,full bassline,7,bad old santa
bass-challenges,sir uke 2,FALSE,song,the yousicians,basic bassline,2,sir uke
bass-challenges,sir uke 2,FALSE,song,the yousicians,basic bassline,1,milk & honey land
bass-challenges,sir uke 2,FALSE,song,the yousicians,full bassline,6,milk & honey land
bass-challenges,sir uke 2,FALSE,song,the yousicians,basic bassline,8,sir uke
bass-challenges,mall punks,FALSE,song,the yousicians,basic bassline,3,if you only knew
bass-challenges,mall punks,FALSE,song,the yousicians,main bassline,4,my name is todd
bass-challenges,mall punks,FALSE,song,the yousicians,full bassline,7,if you only knew
bass-challenges,mall punks,FALSE,song,the yousicians,full bassline,9,my name is todd
bass-challenges,bring back the 90's,FALSE,song,the yousicians,basic bassline,2,supermoon
bass-challenges,bring back the 90's,FALSE,song,the yousicians,basic bassline,2,bringer of light
bass-challenges,bring back the 90's,FALSE,song,the yousicians,full bassline,4,supermoon
bass-challenges,bring back the 90's,FALSE,song,the yousicians,full bassline,5,bringer of light
bass-challenges,jimi forever,FALSE,song,the yousicians,basic bassline,1,jimi would be proud
bass-challenges,jimi forever,FALSE,song,the yousicians,basic bassline,2,seven sharp nine
bass-challenges,jimi forever,FALSE,song,the yousicians,full bassline,7,seven sharp nine
bass-challenges,jimi forever,FALSE,song,the yousicians,full bassline,8,jimi would be proud
bass-challenges,common life & miracles 2,FALSE,song,the yousicians,basic bassline,2,call for the spring
bass-challenges,common life & miracles 2,FALSE,song,the yousicians,basic bassline,2,quantum science
bass-challenges,common life & miracles 2,FALSE,song,the yousicians,full bassline,8,call for the spring
bass-challenges,common life & miracles 2,FALSE,song,the yousicians,main bassline,6,quantum science
bass-challenges,dawn to dusk 2,FALSE,song,edvard grieg,basic bassline,1,morning mood
bass-challenges,dawn to dusk 2,FALSE,song,wolfgang amadeus mozart,basic bassline,2,eine kleine machtmusik
bass-challenges,dawn to dusk 2,FALSE,song,edvard grieg,full bassline,6,morning mood
bass-challenges,dawn to dusk 2,FALSE,song,wolfgang amadeus mozart,full bassline,7,eine kleine machtmusik
bass-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,basic bassline,2,cookin'
bass-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,basic bassline,2,sunday jazz
bass-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,full bassline,5,cookin'
bass-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,full bassline,6,sunday jazz
bass-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,basic bassline,2,il folletto
bass-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,basic bassline,3,rise of the pumpkins
bass-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,full bassline,7,il folletto
bass-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,full bassline,7,rise of the pumpkins
bass-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,basic bassline,2,dangerous game
bass-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,basic bassline,2,a ladder to the sky
bass-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,full bassline,5,a ladder to the sky
bass-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,full bassline,6,dangerous game
bass-challenges,one for eddie,FALSE,song,the yousicians,basic bassline,2,with a smile
bass-challenges,one for eddie,FALSE,song,the yousicians,basic bassline,3,long live the riff
bass-challenges,one for eddie,FALSE,song,the yousicians,full bassline,7,with a smile
bass-challenges,one for eddie,FALSE,song,the yousicians,full bassline,11,long live the riff
bass-challenges,corazon bailando 2,FALSE,song,the yousicians,basic bassline,2,corazon bailando
bass-challenges,corazon bailando 2,FALSE,song,the yousicians,basic bassline,2,jammin' in the barrio
bass-challenges,corazon bailando 2,FALSE,song,the yousicians,full bassline,4,jammin' in the barrio
bass-challenges,corazon bailando 2,FALSE,song,the yousicians,full bassline,6,corazon bailando
bass-challenges,metal mania 2,FALSE,song,the yousicians,basic bassline,2,one forgiven
bass-challenges,metal mania 2,FALSE,song,the yousicians,basic bassline,3,in your dreams
bass-challenges,metal mania 2,FALSE,song,the yousicians,full bassline,5,one forgiven
bass-challenges,metal mania 2,FALSE,song,the yousicians,full bassline,9,in your dreams
bass-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,basic bassline,3,disco daddy
bass-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,basic bassline,3,king of the disco
bass-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,full bassline,6,king of the disco
bass-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,full bassline,10,disco daddy
bass-challenges,magic mandolins 2,FALSE,song,traditional,basic bassline,1,salt creek (in G)
bass-challenges,magic mandolins 2,FALSE,song,traditional,basic bassline,2,the yellow rose of texas
bass-challenges,magic mandolins 2,FALSE,song,traditional,full bassline,5,the yellow rose of texas
bass-challenges,magic mandolins 2,FALSE,song,traditional,full bassline,5,salt creek (in G)
bass-challenges,delicate moods 2,FALSE,song,traditional,basic bassline,1,romanza
bass-challenges,delicate moods 2,FALSE,song,frederic chopin,basic bassline,2,raindrop prelude (in C)
bass-challenges,delicate moods 2,FALSE,song,traditional,melody,4,romanza
bass-challenges,delicate moods 2,FALSE,song,frederic chopin,melody,8,raindrop prelude (in C)
bass-challenges,future city sounds 2,FALSE,song,the yousicians,basic bassline,3,shanghai future city
bass-challenges,future city sounds 2,FALSE,song,the yousicians,basic bassline,3,asha & lata
bass-challenges,future city sounds 2,FALSE,song,the yousicians,full bassline,6,shanghai future city
bass-challenges,future city sounds 2,FALSE,song,the yousicians,full bassline,7,asha & lata
bass-challenges,rough it up 2,FALSE,song,the yousicians,basic bassline,2,fuzzworm
bass-challenges,rough it up 2,FALSE,song,the yousicians,basic bassline,3,wreck race
bass-challenges,rough it up 2,FALSE,song,the yousicians,full bassline,5,fuzzworm
bass-challenges,rough it up 2,FALSE,song,the yousicians,full bassline,8,wreck race
bass-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,basic bassline,2,runaway train
bass-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,basic bassline,2,unclean boogie
bass-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,full bassline,6,runaway train
bass-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,full bassline,6,unclean boogie
bass-challenges,slow jamz 2,FALSE,song,the yousicians,basic bassline,3,the yousician way
bass-challenges,slow jamz 2,FALSE,song,the yousicians,basic bassline,3,music on the brain
bass-challenges,slow jamz 2,FALSE,song,the yousicians,full bassline,6,music on the brain
